"source","code","test_name","unit","loinc","default_unit"
"EPIC","2402","ABS T SUPPRESSOR (CD8)",NA,"14135-8","10*9/L"
"EPIC","2403","ABS TOTAL B CELLS","/CU MM","8116-6","10*9/L"
"EPIC","2403","ABS TOTAL B CELLS",NA,"8116-6","10*9/L"
"EPIC","2404","ABS TOTAL T CELLS (3CD3)","/CU MM","8122-4","10*9/L"
"EPIC","2404","ABS TOTAL T CELLS (3CD3)",NA,"8122-4","10*9/L"
"EPIC","2405","ABS TOTAL T CELLS (CD3)","/CU MM","8122-4","10*9/L"
"EPIC","2405","ABS TOTAL T CELLS (CD3)",NA,"8122-4","10*9/L"
"EPIC","2406","ACA IGG","GPL","3181-5","GPL U"
"EPIC","2407","ACA IGM","MPL","3182-3","MPL U"
"EPIC","2408","ACANTHAMOEBA CULTURE",NA,"9781-6",NA
"EPIC","2409","ACETAMINOPHEN","mcg/mL","3298-7","ug/mL"
"EPIC","2409","ACETAMINOPHEN","MCG/ML","3298-7","ug/mL"
"EPIC","2409","ACETAMINOPHEN","UG/ML","3298-7","ug/mL"
"EPIC","2409","ACETAMINOPHEN",NA,"3298-7","ug/mL"
"EPIC","2410","ACETHYCHOLINE BLOCKING AB","%","11561-8","% inhibition"
"EPIC","2410","ACETHYCHOLINE BLOCKING AB",NA,"11561-8","% inhibition"
"EPIC","2411","ACETOACETATE, QNT","mg/dL","5797-6","mg/dL"
"EPIC","2411","ACETOACETATE, QNT",NA,"5797-6","mg/dL"
"EPIC","2412","ACETONE","%","5569-9",NA
"EPIC","2412","ACETONE",NA,"5569-9",NA
"EPIC","2413","ACETYLCHOLINE REC. ABS.","nmol/L","20427-1","nmol/L"
"EPIC","2413","ACETYLCHOLINE REC. ABS.","NMOL/L","20427-1","nmol/L"
"EPIC","2413","ACETYLCHOLINE REC. ABS.",NA,"20427-1","nmol/L"
"EPIC","2414","ACETYLCHOLINE REC. MODULATING","%","30192-9","%"
"EPIC","2414","ACETYLCHOLINE REC. MODULATING",NA,"30192-9","%"
"EPIC","2418","ACID PHOSPHATASE","U/L","1711-1","U/L"
"EPIC","2418","ACID PHOSPHATASE",NA,"1711-1","U/L"
"EPIC","2421","ACTH","pg/ml","2141-0","pg/mL"
"EPIC","2421","ACTH","pg/mL","2141-0","pg/mL"
"EPIC","2421","ACTH",NA,"2141-0","pg/mL"
"EPIC","2424","ACYLCARNITINE PRO.",NA,"43433-2",NA
"EPIC","24256","IGA SERUM",NA,"2458-8","mg/dL"
"EPIC","24257","HIV1 AG, 2AB",NA,"56888-1",NA
"EPIC","24259","ANAEROBIC CULT, EXTENDED INCUB",NA,"635-3",NA
"EPIC","2427","ADENOSINE DEAMINASE",NA,"9404-5","U/L"
"EPIC","2428","ADENOVIRUS ABS CSF",NA,"13192-0",NA
"EPIC","24280","CHLAMYDIA TRACHOMATIS, NAA RECTAL",NA,"21613-5",NA
"EPIC","24281","NEISSERIA GONORRHOEAE, NAA RECTAL",NA,"24111-7",NA
"EPIC","24283","N. GONORRHOEAE, NAA, PHARYN",NA,"57289-1",NA
"EPIC","2429","ADENOVIRUS AG DFA",NA,"5834-7",NA
"EPIC","24295","BILIRUBIN, TOTAL","mg/dL","1975-2","mg/dL"
"EPIC","24298","ALT (SGPT) P5P","IU/L","1743-4","U/L"
"EPIC","24299","HAPTOGLOBIN","mg/dL","4542-7","mg/dL"
"EPIC","2430","ADENOVIRUS DNA PCR",NA,"49340-3","copies/mL"
"EPIC","24300","ZINC, PLASMA OR SERUM","ug/dL","5763-8","ng/mL"
"EPIC","24302","GGT","IU/L","2324-2","U/L"
"EPIC","24304","INTACT PTH",NA,"2731-8","pg/mL"
"EPIC","24309","NECROINFLAMMAT ACTIVITY SCORE",NA,"48792-6","score"
"EPIC","2431","ADENOVIRUS GP ABS, QNT",NA,"5041-9","titer"
"EPIC","24310","NECROINFLAMMAT ACTIVITY GRADE",NA,"48793-4",NA
"EPIC","24313","ALPHA 2-MACROGLOBULINS, QN","mg/dL","1835-8","mg/dL"
"EPIC","24314","APOLIPOPROTEIN A-1","mg/dL","1869-7","mg/dL"
"EPIC","24316","INTERPRETATIONS:",NA,"56850-1",NA
"EPIC","24318","NECROINFLAMM ACTIVITY SCORING:",NA,"48792-6","score"
"EPIC","24321","COMMENT:",NA,"77202-0",NA
"EPIC","24326","GLUCOSE (FINGERSTICK)","mg/dL","2345-7","mg/dL"
"EPIC","24329","H. PYLORI, IGG ABS","U/mL","5176-3","IV"
"EPIC","2433","ADRENAL 21-HYDROXYLASE AB",NA,"17781-6",NA
"EPIC","24330","H. PYLORI, IGA ABS","units","6420-4",NA
"EPIC","24336","B2A2 TRANSCRIPT","%","52130-2","%"
"EPIC","24337","B3A2 TRANSCRIPT","%","52131-0","%"
"EPIC","24339","INTERPRETATION:",NA,"56850-1",NA
"EPIC","2434","AFB CUL. MISCELLANEOUS",NA,"543-9",NA
"EPIC","24342","METHODOLOGY",NA,"85069-3",NA
"EPIC","2435","AFB CULTURE, BLOOD",NA,"533-0",NA
"EPIC","2436","AFB CULTURE, CSF",NA,"534-8",NA
"EPIC","24366","ALPHA-THALASSEMIA",NA,"55234-9",NA
"EPIC","2437","AFB CULTURE, RESPIRATORY",NA,"539-7",NA
"EPIC","24371","TACROLIMUS BY IMMUNOASSAY","ng/mL","74096-9","ng/mL"
"EPIC","2438","AFB CULTURE, TISSUE",NA,"540-5",NA
"EPIC","24386","GLUCOSE, PLASMA","mg/dL","2345-7","mg/dL"
"EPIC","24387","PSA, ULTRASENSITIVE","ng/mL","35741-8","ug/L"
"EPIC","24389","ABS.CD19+ LYMPHS","/uL","8116-6","10*9/L"
"EPIC","24389","ABS.CD19+ LYMPHS",NA,"8116-6","10*9/L"
"EPIC","2439","AFB SMEAR",NA,"72357-7",NA
"EPIC","24390","ABSOLUTE CD 3","/uL","8122-4","10*9/L"
"EPIC","24390","ABSOLUTE CD 3",NA,"8122-4","10*9/L"
"EPIC","24391","ABSOLUTE CD 4 HELPER","/uL","32515-9","cells/uL"
"EPIC","24391","ABSOLUTE CD 4 HELPER",NA,"32515-9","cells/uL"
"EPIC","24392","ABS. CD 8 SUPPRESSOR","/uL","14135-8","10*9/L"
"EPIC","24392","ABS. CD 8 SUPPRESSOR",NA,"14135-8","10*9/L"
"EPIC","24393","% CD19+ LYMPHS","%","8117-4","%"
"EPIC","24394","% CD 3 POS. LYMPH.","%","90304-7","%"
"EPIC","24395","% CD 4 POS. LYMPH.","%","80223-1","%"
"EPIC","24396","% CD 8 POS. LYMPH.","%","80222-3","%"
"EPIC","24398","LDL/HDL RATIO","ratio","11054-4","ratio"
"EPIC","24398","LDL/HDL RATIO","ratio units","11054-4","ratio"
"EPIC","2440","AFB SMEAR ONLY",NA,"72357-7",NA
"EPIC","24400","FREE TESTOSTERONE(DIRECT)","pg/mL","2991-8","pg/mL"
"EPIC","24400","FREE TESTOSTERONE(DIRECT)",NA,"2991-8","pg/mL"
"EPIC","24401","COMMENT:",NA,"77202-0",NA
"EPIC","2442","ALB/CREAT RATIO-URINE (POCT)","MG/G","9318-7","ug/mg creatinine"
"EPIC","2442","ALB/CREAT RATIO-URINE (POCT)",NA,"9318-7","ug/mg creatinine"
"EPIC","24420","INTERPRETATION",NA,"56850-1",NA
"EPIC","24421","LEAD, BLOOD (PEDS) VENOUS","ug/dL","77307-7","ug/dL"
"EPIC","24427","INTERPRETATION:",NA,"56850-1",NA
"EPIC","24428","HCV RNA NAA QUALITATIVE",NA,"11259-9",NA
"EPIC","2443","ALBUMIN CSF","mg/dL","1746-7","mg/dL"
"EPIC","2443","ALBUMIN CSF","MG/DL","1746-7","mg/dL"
"EPIC","24434","PROSTATE SPECIFIC AG, SERUM","ng/mL","2857-1","ng/mL"
"EPIC","24436","GLUCOSE - FASTING","mg/dL","1558-6","mg/dL"
"EPIC","24437","GLUCOSE - 1 HOUR","mg/dL","1504-0","mg/dL"
"EPIC","24438","GLUCOSE - 2 HOUR","mg/dL","1518-0","mg/dL"
"EPIC","24439","GLUCOSE - 3 HOUR","mg/dL","20437-0","mg/dL"
"EPIC","2444","ALBUMIN, BLD","g/dl","1751-7","g/dL"
"EPIC","2444","ALBUMIN, BLD","g/dL","1751-7","g/dL"
"EPIC","2444","ALBUMIN, BLD","G/Dl","1751-7","g/dL"
"EPIC","2444","ALBUMIN, BLD","G/DL","1751-7","g/dL"
"EPIC","2444","ALBUMIN, BLD","gm/dl","1751-7","g/dL"
"EPIC","2444","ALBUMIN, BLD","gm/dL","1751-7","g/dL"
"EPIC","2444","ALBUMIN, BLD","GM/DL","1751-7","g/dL"
"EPIC","2444","ALBUMIN, BLD",NA,"1751-7","g/dL"
"EPIC","24440","  NOTE:",NA,"34109-9",NA
"EPIC","24442","CORTISOL - AM","ug/dL","9813-7","ug/dL"
"EPIC","24444","% NK (CD56/16)","%","8112-5","%"
"EPIC","24446","THYROXINE (T-4), SERUM","ug/dL","3026-2","ug/dL"
"EPIC","24447","TRIIODOTHYRONINE (T-3), SERUM","ng/dL","3053-6","ng/dL"
"EPIC","24448","CORTISOL - PM","ug/dL","9812-9","ug/dL"
"EPIC","24449","STREP GP B NAA",NA,"48683-7",NA
"EPIC","24456","CORTISOL BASELINE","ug/dL","43215-3","ug/dL"
"EPIC","24457","CORTISOL STIMULATED","ug/dL","93480-2",NA
"EPIC","24458","IGF BINDING PROTEIN (IGFBP-3)","mg/L","2483-6","mg/L"
"EPIC","2446","ALBUMIN, SERUM","G/DL","2862-1","g/dL"
"EPIC","2446","ALBUMIN, SERUM",NA,"2862-1","g/dL"
"EPIC","24462","% CD 3 POS. LYMPH.","%","90304-7","%"
"EPIC","24463","% CD 4 POS. LYMPH.","%","80223-1","%"
"EPIC","24464","% CD 8 POS. LYMPH.","%","80222-3","%"
"EPIC","24465","% CD19+ LYMPHS","%","8117-4","%"
"EPIC","24466","% NK (CD56/16)","%","8112-5","%"
"EPIC","24468","ABSOLUTE  CD 3","/uL","8122-4","10*9/L"
"EPIC","24469","ABSOLUTE CD 4 HELPER","/uL","32515-9","cells/uL"
"EPIC","2447","ALBUMIN, FLUID","g/dL","1747-5","g/dL"
"EPIC","2447","ALBUMIN, FLUID",NA,"1747-5","g/dL"
"EPIC","24470","ABS. CD 8 SUPPRESSOR","/uL","14135-8","10*9/L"
"EPIC","24471","ABS.CD19+ LYMPHS","/uL","8116-6","10*9/L"
"EPIC","24475","% CD3+CD4+CD8+","%","79186-3","%"
"EPIC","24477","% CD3+CD56+CD16+","%","42189-1","%"
"EPIC","2448","ALBUMIN, SERUM","MG/DL","1751-7","g/dL"
"EPIC","24485","COMMENT:",NA,"77202-0",NA
"EPIC","2449","ALCOHOL (QUANT)","mg/dL","5643-2","mg/dL"
"EPIC","2449","ALCOHOL (QUANT)","MG/DL","5643-2","mg/dL"
"EPIC","2449","ALCOHOL (QUANT)",NA,"5643-2","mg/dL"
"EPIC","24490","PTT-LA","sec","75506-6","s"
"EPIC","24499","% FREE PSA","%","12841-3","%"
"EPIC","2450","ALCOHOL, URINE",NA,"5645-7","mg/dL"
"EPIC","24500","PSA, FREE","ng/mL","10886-0","ng/mL"
"EPIC","24502","DHEA-SULFATE, LCMS","ug/dL","2191-5","mcg/dL"
"EPIC","24506","THYROGLOBULIN (TG-RIA)","ng/mL","5380-1",NA
"EPIC","24509","ESTROGENS, TOTAL","pg/mL","2254-1","pg/mL"
"EPIC","2451","ALDOLASE","U/L","1761-6","U/L"
"EPIC","2451","ALDOLASE",NA,"1761-6","U/L"
"EPIC","24511","FIBRINOGEN ANTIGEN","mg/dL","3256-5","mg/dL"
"EPIC","2452","ALDOSTERONE","ng/dL","1763-2","ng/dL"
"EPIC","2452","ALDOSTERONE","NG/DL","1763-2","ng/dL"
"EPIC","2452","ALDOSTERONE",NA,"1763-2","ng/dL"
"EPIC","24526","MYCOPLASMA GENITALIUM NAA",NA,"69935-5",NA
"EPIC","24529","CHLAMYDIA TRACHOMATIS, NAA",NA,"21613-5",NA
"EPIC","2453","ALDOSTERONE 24HR, UR",NA,"1765-7","ug/24 H"
"EPIC","24530","NEISSERIA GONORRHOEAE, NAA",NA,"24111-7",NA
"EPIC","24536","OVA + PARASITE EXAM",NA,"10701-1",NA
"EPIC","2454","ALDOSTERONE UR, RANDOM",NA,"1764-0","ng/dL"
"EPIC","24542","FUNGUS STAIN",NA,"21003-9",NA
"EPIC","2455","ALK PHOSP FRACTIONATED","% HEAT STABLE","26010-9","%"
"EPIC","24556","1 SALIVARY CORTISOL","ug/dL","2142-8","ug/dL"
"EPIC","24557","2 SALIVARY CORTISOL","ug/dL","2142-8","ug/dL"
"EPIC","24558","W016-IGE ROUGH MARSHELDER","kU/L","6232-3","kIU/L"
"EPIC","24559","SPECIFIC GRAVITY",NA,"5811-5",NA
"EPIC","2456","ALK PHOSPHATASE, BLD","iu/l","6768-6","U/L"
"EPIC","2456","ALK PHOSPHATASE, BLD","iu/L","6768-6","U/L"
"EPIC","2456","ALK PHOSPHATASE, BLD","IU/L","6768-6","U/L"
"EPIC","2456","ALK PHOSPHATASE, BLD","u/l","6768-6","U/L"
"EPIC","2456","ALK PHOSPHATASE, BLD","u/L","6768-6","U/L"
"EPIC","2456","ALK PHOSPHATASE, BLD","U/L","6768-6","U/L"
"EPIC","2456","ALK PHOSPHATASE, BLD","U/L H","6768-6","U/L"
"EPIC","2456","ALK PHOSPHATASE, BLD",NA,"6768-6","U/L"
"EPIC","2457","ALK. PHOS. BONE SPEC.","mcg/L","17838-4","ug/L"
"EPIC","2457","ALK. PHOS. BONE SPEC.","U/L","17838-4","ug/L"
"EPIC","2457","ALK. PHOS. BONE SPEC.","ug/L","17838-4","ug/L"
"EPIC","2457","ALK. PHOS. BONE SPEC.",NA,"17838-4","ug/L"
"EPIC","24576","MEPERIDINE SCREEN, URINE","ng/mL","3746-5",NA
"EPIC","2458","ALK. PHOS. ISOENZYME",NA,"6768-6","U/L"
"EPIC","24581","CREATININE, URINE","mg/dL","2161-8","mg/dL"
"EPIC","24582","PH, URINE",NA,"5803-2","pH"
"EPIC","24584","BARBITURATE","ng/mL","3377-9",NA
"EPIC","24587","ALBUMIN","g/dL","1751-7","g/dL"
"EPIC","24588","LUPUS REFLEX INTERPRETATION",NA,"75882-1",NA
"EPIC","24589","URINE CULTURE,COMPREHENSIVE",NA,"630-4",NA
"EPIC","24590","PLEASE NOTE:",NA,"34109-9",NA
"EPIC","24595","THYROGLOBULIN BY RIA","ng/mL","5380-1","ng/mL"
"EPIC","24598","PTT-LA MIX","sec","75506-6","s"
"EPIC","2460","ALLERGEN PRO. MINI-RAST",NA,"51662-5",NA
"EPIC","24601","TESTOSTERONE, SERUM (TOTAL)","ng/dL","2986-8","ng/dL"
"EPIC","24602","% FREE TESTOSTERONE (DIALYSIS)","%","15432-8","%"
"EPIC","24603","FREE TESTOSTERONE, SERUM","pg/mL","2991-8","pg/mL"
"EPIC","24607","THROMBIN TIME","sec","3243-3","s"
"EPIC","24608","DRVVT SCREEN SECONDS","sec","6303-2","s"
"EPIC","24609","DRVVT CONFIRM SECONDS","sec","50410-0",NA
"EPIC","2461","ALLERGEN PROFILE, MOLD",NA,"15233-0",NA
"EPIC","24610","DRVVT RATIO","ratio","50410-0",NA
"EPIC","24612","PLATELET NEUTRALIZATION","sec","46224-2","s"
"EPIC","24613","ANTICARDIOLIPIN AB, IGG","GPL","3181-5","GPL U"
"EPIC","24614","ANTICARDIOLIPIN AB, IGM","MPL","3182-3","MPL U"
"EPIC","24615","BETA-2 GLYCOPROTEIN I, IGG","SGU","16135-6","U/mL"
"EPIC","24616","BETA-2 GLYCOPROTEIN I, IGM","SMU","16136-4","U/mL"
"EPIC","24617","BETA-2 GLYCOPROTEIN I, IGA","SAU","21108-6","arb U/mL"
"EPIC","24621","BENZODIAZEPINES","ng/mL","9428-4","ug/L"
"EPIC","24622","ALPHA-1-GLOBULIN","g/dL","2865-4","g/dL"
"EPIC","24625","H. PYLORI BREATH COLLECTION",NA,"29891-9",NA
"EPIC","24626","COMMENT",NA,"77202-0",NA
"EPIC","24628","RUBELLA ANTIBODIES, IGG","IV","5334-8","IV"
"EPIC","24629","VARICELLA ZOSTER IGG","index","19162-7",NA
"EPIC","24630","LEAD, BLOOD (ADULT)","ug/dL","77307-7","ug/dL"
"EPIC","24631","RUBEOLA AB, IGG","units","5244-9","IV"
"EPIC","24632","MUMPS ABS, IGG","AU/mL","7966-5",NA
"EPIC","24633","T3 UPTAKE","%","3050-2","%"
"EPIC","24634","PROSTATE SPECIFIC AG, SERUM","ng/mL","2857-1","ng/mL"
"EPIC","24635","PSA, FREE","ng/mL","10886-0","ng/mL"
"EPIC","24636","% FREE PSA","%","12841-3","%"
"EPIC","24636","% FREE PSA",NA,"12841-3","%"
"EPIC","2464","ALLERGY COMMENT",NA,"52473-6",NA
"EPIC","24645","NORFENTANYL","ng/mL","11074-2","ng/mL"
"EPIC","24647","ALFENTANIL","ng/mL","3307-6","ng/mL"
"EPIC","24648","NORSUFENTANIL","ng/mL","86232-6","ng/mL"
"EPIC","24649","ACETYL FENTANYL","ng/mL","74372-4","ng/mL"
"EPIC","24650","ACETYL NORFENTANYL","ng/mL","86223-5","ng/mL"
"EPIC","24653","TRAMADOL, UR","ng/mL","19710-3",NA
"EPIC","24654","O-DESMETHYLTRAMADOL, UR","ng/mL","18338-4","ug/mL"
"EPIC","24655","ZINC, PLASMA OR SERUM","ug/dL","5763-8","ng/mL"
"EPIC","24659","FREE KAPPA LT CHAINS,S","mg/L","36916-5","mg/L"
"EPIC","24659","FREE KAPPA LT CHAINS,S",NA,"36916-5","mg/L"
"EPIC","24660","FREE LAMBDA LT CHAINS,S","mg/L","33944-0","mg/L"
"EPIC","24660","FREE LAMBDA LT CHAINS,S",NA,"33944-0","mg/L"
"EPIC","24661","KAPPA/LAMBDA RATIO,S",NA,"15189-4","ratio"
"EPIC","24663","IMMUNOGLOBULIN E, TOTAL","IU/mL","2462-0","ug/L"
"EPIC","24663","IMMUNOGLOBULIN E, TOTAL",NA,"2462-0","ug/L"
"EPIC","24666","VIT. B1, WHOLE BLOOD","nmol/L","32554-8","nmol/L"
"EPIC","2467","ALMOND (%ASM)","%","39542-6","% response"
"EPIC","2468","ALMOND IGE","kIU/L","6019-4","kIU/L"
"EPIC","2470","ALPHA-1 GLOBULIN, SERUM","G/DL","2865-4","g/L"
"EPIC","2470","ALPHA-1 GLOBULIN, SERUM",NA,"2865-4","g/L"
"EPIC","2471","ALPHA 1-ANTITRYP. PHEN.",NA,"6770-2",NA
"EPIC","24719","OXYCODONE",NA,"10998-3",NA
"EPIC","2472","ALPHA 1-ANTITRYPSIN","MG/DL","1825-9","mg/dL"
"EPIC","2472","ALPHA 1-ANTITRYPSIN",NA,"1825-9","mg/dL"
"EPIC","24727","PARVOVIRUS B19, IGG","index","5273-8","U"
"EPIC","24728","PARVOVIRUS B19, IGM","index","5274-6","U"
"EPIC","24729","TOXOPLASMA GONDII AB,IGG,QN","IU/mL","5388-4","units/mL"
"EPIC","2473","ALPHA-2 GLOBULIN, SERUM","G/DL","2868-8","g/dL"
"EPIC","2473","ALPHA-2 GLOBULIN, SERUM",NA,"2868-8","g/dL"
"EPIC","24730","LEVETIRACETAM, S","ug/mL","30471-7","ug/mL"
"EPIC","24731","FRUCTOSAMINE","umol/L","15069-8","mmol/L"
"EPIC","24735","VITAMIN B6","ug/L","30572-2","ug/L"
"EPIC","24735","VITAMIN B6",NA,"2900-9","ng/mL"
"EPIC","2474","ALPHA FETOPROTEIN","ng/ml","1834-1","ng/mL"
"EPIC","2474","ALPHA FETOPROTEIN","ng/mL","1834-1","ng/mL"
"EPIC","2474","ALPHA FETOPROTEIN","NG/Ml","1834-1","ng/mL"
"EPIC","2474","ALPHA FETOPROTEIN","NG/ML","1834-1","ng/mL"
"EPIC","2474","ALPHA FETOPROTEIN","ng/nl","1834-1","ng/mL"
"EPIC","2474","ALPHA FETOPROTEIN",NA,"1834-1","ng/mL"
"EPIC","2475","ALPHA SUBUNIT","ng/mL","30199-4","ug/L"
"EPIC","2475","ALPHA SUBUNIT",NA,"30199-4","ug/L"
"EPIC","24750","SMITH ANTIBODIES","AI","11090-8","units"
"EPIC","24751","CALCITRIOL(1,25 DI-OH VIT D)","pg/mL","1649-3","pg/mL"
"EPIC","24752","ANTI-MULLERIAN HORMONE (AMH)","ng/mL","38476-8","ng/mL"
"EPIC","24753","ANTI-JO-1","AI","11565-9","units"
"EPIC","24754","EBV EARLY ANTIGEN AB, IGG","U/mL","40752-8",NA
"EPIC","24757","MITOCHONDRIAL (M2) ANTIBODY","Units","5247-2","titer"
"EPIC","24758","TOXOPLASMA GONDII AB,IGM,QN","units","5390-0","IV"
"EPIC","24759","COMMENT:",NA,"77202-0",NA
"EPIC","2476","ALPHA-1-ACID GLYCOPRO.",NA,"2685-6","mg/dL"
"EPIC","24761","RNP ANTIBODIES","AI","29374-6","EUS"
"EPIC","24762","C-PEPTIDE, SERUM","ng/mL","1986-9","ug/L"
"EPIC","24762","C-PEPTIDE, SERUM",NA,"1986-9","ug/L"
"EPIC","24763","ANTIPHOSPHATIDYLSERINE IGM","MPS IgM","14246-3","MPS U"
"EPIC","24764","ANTIPHOSPHATIDYLSERINE IGG","GPS IgG","14245-5","GPS U"
"EPIC","24765","ACTIN (SMOOTH MUSCLE) ANTIBODY","Units","34661-9","arb U/mL"
"EPIC","24766","EBV NUCLEAR ANTIGEN AB, IGG","U/mL","30083-0","IU/mL"
"EPIC","24767","ACE","U/L","2742-5","U/L"
"EPIC","24768","CANCER ANTIGEN 15-3","U/mL","6875-9","U/mL"
"EPIC","24769","VARICELLA-ZOSTER AB, IGM","index","5404-9",NA
"EPIC","2477","ALPHA-1-ANTITRYPSIN, ST. RANDOM","mg/g","25303-9","g/kg"
"EPIC","2477","ALPHA-1-ANTITRYPSIN, ST. RANDOM",NA,"25303-9","g/kg"
"EPIC","24771","E001-IGE CAT DANDER","kU/L","6833-8","kIU/L"
"EPIC","24772","THYROGLOBULIN ANTIBODY","IU/mL","8098-6","IU/mL"
"EPIC","24773","THYROGLOBULIN BY IMA","ng/mL","56536-6",NA
"EPIC","24774","APOLIPOPROTEIN B","mg/dL","1884-6","mg/dL"
"EPIC","24775","ACTH, PLASMA","pg/mL","2141-0","pg/mL"
"EPIC","24776","PROTEIN, TOTAL","g/dL","2885-2","g/dL"
"EPIC","24777","ALBUMIN","g/dL","1751-7","g/dL"
"EPIC","24778","ALPHA-1-GLOBULIN","g/dL","2865-4","g/dL"
"EPIC","24779","ALPHA-2-GLOBULIN","g/dL","2868-8","g/dL"
"EPIC","2478","ALPHA-1-ANTITRYSIN GENOTYPE PRO.",NA,"21723-2",NA
"EPIC","24780","BETA GLOBULIN","g/dL","2871-2","g/dL"
"EPIC","24781","GAMMA GLOBULIN","g/dL","2874-6","g/dL"
"EPIC","24782","PLEASE NOTE:",NA,"34109-9",NA
"EPIC","24784","LD, BODY FLUID","IU/L","14803-1","U/L"
"EPIC","24784","LD, BODY FLUID",NA,"14803-1","U/L"
"EPIC","24786","GLUCOSE, BODY FLUID","mg/dL","2344-0","mg/dL"
"EPIC","24787","NORMETANEPHRINE, PL","pg/mL","2669-0","pg/mL"
"EPIC","24788","METANEPHRINE, PL","pg/mL","29142-7","pg/mL"
"EPIC","24788","METANEPHRINE, PL",NA,"29142-7","pg/mL"
"EPIC","2479","ALPHA-2-ANTIPLASMIN","%","27810-1","%"
"EPIC","2479","ALPHA-2-ANTIPLASMIN",NA,"5965-9","U/mL"
"EPIC","24790","ALBUMIN, BODY FLUID","g/dL","1747-5","g/dL"
"EPIC","24790","ALBUMIN, BODY FLUID",NA,"1747-5","g/dL"
"EPIC","24792","CALCITONIN, SERUM","pg/mL","1992-7","pg/mL"
"EPIC","24796","W001-IGE RAGWEED, SHORT","kU/L","6085-5","kIU/L"
"EPIC","24797","BETA-2 GLYCOPROTEIN I AB, IGG","GPI IgG units","16135-6","U/mL"
"EPIC","24798","BETA-2 GLYCOPROTEIN I AB, IGM","GPI IgM units","16136-4","U/mL"
"EPIC","24798","BETA-2 GLYCOPROTEIN I AB, IGM",NA,"16136-4","U/mL"
"EPIC","2480","ALPHA-THALASSEMIA",NA,"55234-9",NA
"EPIC","24800","HEP BE AG",NA,"13954-3",NA
"EPIC","24801","ALDOLASE","U/L","1761-6","U/L"
"EPIC","24817","ALDOSTERONE","ng/dL","1763-2","ng/dL"
"EPIC","2482","ALT (SGPT) (POCT)",NA,"1742-6","U/L"
"EPIC","24820","ANDROSTENEDIONE LCMS","ng/dL","1854-9","ng/dL"
"EPIC","24824","COMMENT:",NA,"77202-0",NA
"EPIC","24827","AFP, SERUM","ng/mL","1834-1","ng/mL"
"EPIC","24828","AFP-L3%, SERUM","%","42332-7","%"
"EPIC","24828","AFP-L3%, SERUM",NA,"42332-7","%"
"EPIC","24829","CLOZAPINE, SERUM","ng/mL","6896-5","ug/L"
"EPIC","2483","ALT TENUIS (%ASM)","%","40996-1","% response"
"EPIC","24830","NORCLOZAPINE, SERUM","ng/mL","10992-6","ng/mL"
"EPIC","24832","T003-IGE COMMON SILVER BIRCH","kU/L","15283-5","kIU/L"
"EPIC","2484","ALT(SGPT)","29","1742-6","U/L"
"EPIC","2484","ALT(SGPT)","63","1742-6","U/L"
"EPIC","2484","ALT(SGPT)","iu/l","1742-6","U/L"
"EPIC","2484","ALT(SGPT)","IU/L","1742-6","U/L"
"EPIC","2484","ALT(SGPT)","u/l","1742-6","U/L"
"EPIC","2484","ALT(SGPT)","u/L","1742-6","U/L"
"EPIC","2484","ALT(SGPT)","U/l","1742-6","U/L"
"EPIC","2484","ALT(SGPT)","U/L","1742-6","U/L"
"EPIC","2484","ALT(SGPT)",NA,"1742-6","U/L"
"EPIC","24845","AFP VALUE",NA,"1834-1","ng/mL"
"EPIC","24847","HCG VALUE",NA,"2106-3",NA
"EPIC","2485","ALT. TENUIS IGE","kIU/L","6020-2","kIU/L"
"EPIC","2485","ALT. TENUIS IGE",NA,"6020-2","kIU/L"
"EPIC","24859","COMMENTS:",NA,"77202-0",NA
"EPIC","24860","C-TELOPEPTIDE, SERUM","pg/mL","41171-0","pg/mL"
"EPIC","24861","PTHRP (PTH-RELATED PEPTIDE)","pmol/L","15087-0","pmol/L"
"EPIC","24865","URSODEOXYCHOLIC ACIDS","umol/L","55159-8","umol/l"
"EPIC","24866","CHOLIC ACIDS","umol/L","30518-5","umol/L"
"EPIC","24867","CHENODEOXYCHOLIC ACIDS","umol/L","30519-3","umol/L"
"EPIC","24868","DEOXYCHOLIC ACIDS","umol/L","30520-1","umol/L"
"EPIC","24869","TOTAL BILE ACIDS","umol/L","14628-2","umol/L"
"EPIC","24871","DIHYDROTESTOSTERONE","ng/dL","1848-1","ng/dL"
"EPIC","24872","REVERSE T3, SERUM","ng/dL","3052-8","ng/mL"
"EPIC","24873","SOLUBLE TRANSFERRIN RECEPTOR","nmol/L","33210-6","nmol/L"
"EPIC","24877","PROTEIN,TOTAL,URINE","mg/dL","2888-6","mg/dL"
"EPIC","24877","PROTEIN,TOTAL,URINE",NA,"2888-6","mg/dL"
"EPIC","24878","ALBUMIN, U","%","13992-3","%"
"EPIC","24878","ALBUMIN, U",NA,"13992-3","%"
"EPIC","24879","ALPHA-1-GLOBULIN, U","%","13990-7","%"
"EPIC","24879","ALPHA-1-GLOBULIN, U",NA,"13990-7","%"
"EPIC","2488","ALTERNATIVE PWY. (AH50)",NA,"13087-2",NA
"EPIC","24880","ALPHA-2-GLOBULIN, U","%","13993-1","%"
"EPIC","24880","ALPHA-2-GLOBULIN, U",NA,"13993-1","%"
"EPIC","24881","BETA GLOBULIN, U","%","13994-9","%"
