"source","code","test_name","unit","loinc","default_unit"
"EPIC","14067","RALTEGRAVIR GENOTYPE RESULT",NA,"72525-9",NA
"EPIC","14092","PCO2 , ART (POCT)","mmHg","2019-8","mm Hg"
"EPIC","14110","PH , ART (POCT)",NA,"2744-1","pH"
"EPIC","5226","ALTERNARIA TENUIS-M6","kU/L","6020-2","kIU/L; kU/L"
"EPIC","5226","ALTERNARIA TENUIS-M6",NA,"6020-2","kIU/L; kU/L"
"EPIC","8797","OCCULT BLOOD","/UL","2335-8",NA
"EPIC","8797","OCCULT BLOOD",NA,"2335-8",NA
"EPIC","9457","WHITE ASH IGE","kU/L","6278-6","kIU/L; kU/L"
"EPIC","9457","WHITE ASH IGE","KIU/L","6278-6","kIU/L; kU/L"
"EPIC","2558","APOLIPOPROTEIN B","mg/dL","1884-6","mg/dL"
"EPIC","2558","APOLIPOPROTEIN B",NA,"1884-6","mg/dL"
"EPIC","2558","APOLIPOPROTEIN B","MG/DL","1884-6","mg/dL"
"EPIC","3686","LUPUS ANTICOAGULANT",NA,"6303-2","s"
"EPIC","10849","BCR-ABL,PCR QUANT",NA,"21795-0","%"
"EPIC","8796","KETONES","MG/DL","5797-6","mg/dL"
"EPIC","8796","KETONES",NA,"5797-6","mg/dL"
"EPIC","12329","ANION GAP (POC)","mmoL/L","33037-3","mmol/L"
"EPIC","12329","ANION GAP (POC)",NA,"33037-3","mmol/L"
"EPIC","2926","COMMENTS-23",NA,"77202-0",NA
"EPIC","6598","COLOR",NA,"5778-6",NA
"EPIC","21356","AEROBIC BACTERIAL CULTURE",NA,"634-6",NA
"EPIC","14166","ALPHA-LINOLENIC ACID",NA,"35164-3","umol/L"
"EPIC","14170","LINOLEIC ACID%",NA,"90917-6","%"
"EPIC","8520","GALACTOMANNAN",NA,"44357-2",NA
"EPIC","27048","MITOCHONDRIAL (M2) AB","Units","5247-2","titer"
"EPIC","24628","RUBELLA ANTIBODIES, IGG","index","5334-8","EIA Index; units/mL"
"EPIC","14098","OXYGEN SAT, ART","%","2708-6","%"
"EPIC","5280","HEPATITIS C VIRUS RNA QUANT",NA,"11011-4","Thous IU/mL; units/mL"
"EPIC","5280","HEPATITIS C VIRUS RNA QUANT","IU/mL","11011-4","Thous IU/mL; units/mL"
"EPIC","5280","HEPATITIS C VIRUS RNA QUANT","IU/ml","11011-4","Thous IU/mL; units/mL"
"EPIC","4612","VANCOMYCIN PEAK","MCG/ML","4090-7","mg/L;mcg/mL"
"EPIC","4612","VANCOMYCIN PEAK","UG/ML","4090-7","mg/L;mcg/mL"
"EPIC","4612","VANCOMYCIN PEAK",NA,"4090-7","mg/L;mcg/mL"
"EPIC","4200","RAPID HIV-1 AB SCREEN",NA,"49905-3",NA
"EPIC","11517","CYSTATIN C","mg/L","33863-2","mg/L"
"EPIC","11517","CYSTATIN C",NA,"33863-2","mg/L"
"EPIC","2670","BETA-HYDROXYBUTYRATE","mmol/L","6873-4","mmol/L"
"EPIC","2670","BETA-HYDROXYBUTYRATE","mg/dL","1947-1","mg/dL"
"EPIC","2670","BETA-HYDROXYBUTYRATE",NA,"1947-1","mg/dL"
"EPIC","12326","CREA (POC)","mg/dL","2160-0","mg/dL"
"EPIC","12326","CREA (POC)",NA,"2160-0","mg/dL"
"EPIC","22478","SEX HORM BINDING GLOB, SERUM","nmol/L","13967-5","nmol/L"
"EPIC","16446","SALMONELLA/SHIGELLA SCREEN",NA,"43371-4",NA
"EPIC","27083","VIT. B1, WHOLE BLOOD","nmol/L","32554-8","nmol/L"
"EPIC","15503","OXYCODONE CONFIRM UR",NA,"16249-5","ng/mL"
"EPIC","15503","OXYCODONE CONFIRM UR","ng/mL","16249-5","ng/mL"
"EPIC","19669","RENAL TUBULAR EPI",NA,"26052-1","/HPF"
"EPIC","4130","PRO-BNP CARDIOASSESSR","pg/mL","33762-6","pg/mL"
"EPIC","4130","PRO-BNP CARDIOASSESSR",NA,"33762-6","pg/mL"
"EPIC","4951","COCKROACH, GERMAN","kU/L","6078-0","kIU/L; kU/L"
"EPIC","4951","COCKROACH, GERMAN",NA,"6078-0","kIU/L; kU/L"
"EPIC","4201","RAPID HIV-1 EIA",NA,"49905-3",NA
"EPIC","16343","TOXOPLASMA GONDII AB,IGM,QN COMMENT",NA,"5390-0","Index"
"EPIC","19076","TRICHOMONAS VAGINALIS BY NAAT",NA,"46154-1",NA
"EPIC","12328","HGB (POC)","g/dL","718-7","g/dL"
"EPIC","12328","HGB (POC)",NA,"718-7","g/dL"
"EPIC","12328","HGB (POC)","g/dl","718-7","g/dL"
"EPIC","24634","PROSTATE SPECIFIC AG, SERUM","ng/mL","2857-1","ug/L;ng/mL"
"EPIC","24635","PSA, FREE","ng/mL","10886-0","ug/L;ng/mL"
"EPIC","24636","% FREE PSA","%","12841-3","%"
"EPIC","24636","% FREE PSA",NA,"12841-3","%"
"EPIC","2967","CORONARY RISK",NA,"78940-4",NA
"EPIC","3107","EBV NUCLEAR AG, IGG","U/mL","30083-0","IU/mL"
"EPIC","3107","EBV NUCLEAR AG, IGG",NA,"30083-0","IU/mL"
"EPIC","3107","EBV NUCLEAR AG, IGG","Index Value","30083-0","IU/mL"
"EPIC","16465","W001-IGE RAGWEED, SHORT","kU/L","6085-5","kIU/L; kU/L"
"EPIC","4028","PH FLUID",NA,"2748-2","pH"
"EPIC","10004","PROMYELOCYTE","%","783-1","%"
"EPIC","21483","POC TIDAL VOLUME","mL","20112-9","mL"
"EPIC","21483","POC TIDAL VOLUME",NA,"20112-9","mL"
"EPIC","18773","PSA FREE","ng/mL","10886-0","ug/L;ng/mL"
"EPIC","18773","PSA FREE",NA,"10886-0","ug/L;ng/mL"
"EPIC","18773","PSA FREE","NG/ML","10886-0","ug/L;ng/mL"
"EPIC","17654","STOOL WBCS",NA,"13655-6",NA
"EPIC","18950","TOTAL PSA","ng/mL","2857-1","ug/L;ng/mL"
"EPIC","18950","TOTAL PSA",NA,"2857-1","ug/L;ng/mL"
"EPIC","18774","PSA PERCENT FREE",NA,"12841-3","%"
"EPIC","18774","PSA PERCENT FREE","%","12841-3","%"
"EPIC","18774","PSA PERCENT FREE","Percent","12841-3","%"
"EPIC","13025","ESTIMATED AVERAGE GLUCOSE","mg/dL","27353-2","mg/dL"
"EPIC","13025","ESTIMATED AVERAGE GLUCOSE",NA,"27353-2","mg/dL"
"EPIC","4320","SOL. TRANSFERRIN REC.","mg/L","30248-9","mg/L"
"EPIC","4320","SOL. TRANSFERRIN REC.",NA,"30248-9","mg/L"
"EPIC","4320","SOL. TRANSFERRIN REC.","nmol/L","30248-9","mg/L"
"EPIC","5322","SURVEILLANCE C&S VRE",NA,"13316-5",NA
"EPIC","4832","SESAME SEED","kU/L","6242-2","kIU/L"
"EPIC","8526","QUANTIFERON/TB/ GOLD",NA,"71775-1",NA
"EPIC","8760","FOLATE","NG/ML","2284-8","ng/mL"
"EPIC","8760","FOLATE",NA,"2284-8","ng/mL"
"EPIC","8760","FOLATE","ng/mL","2284-8","ng/mL"
"EPIC","8760","FOLATE","ng/ml","2284-8","ng/mL"
"EPIC","25608","PLEASE NOTE:",NA,"34109-9",NA
"EPIC","3641","LEGIONELLA CULTURE",NA,"593-4",NA
"EPIC","4423","THEOPHYLLINE","MCG/ML","4049-3","ug/mL"
"EPIC","4423","THEOPHYLLINE",NA,"4049-3","ug/mL"
"EPIC","21484","POC PEEP","cmH2O","20075-8","cm H2O"
"EPIC","21484","POC PEEP",NA,"20075-8","cm H2O"
"EPIC","13973","ALLERGEN, INTERPRETATION",NA,"82606-5",NA
"EPIC","4998","MAPLE/BOX ELDER","kU/L","7155-5","kIU/L"
"EPIC","4998","MAPLE/BOX ELDER",NA,"7155-5","kIU/L"
"EPIC","3876","N-TELOPEPTIDE, URINE","NMOL BCE/MMOL","27939-8","nmol/mL"
"EPIC","4229","REACTIVE LYMPH, CSF","%","13517-8","%"
"EPIC","18768","PROTEIN, FLUID","g/dL","2881-1","g/L;g/dL; mg/dL"
"EPIC","18768","PROTEIN, FLUID",NA,"2881-1","g/L;g/dL; mg/dL"
"EPIC","17862","ANA QUANTITATIVE",NA,"5048-4","titer"
"EPIC","30799","BETA-HYDROXYBUTYRATE","mmol/L","6873-4","mmol/L"
"EPIC","30234","CA 27.29 LABCORP","U/mL","17842-6","U/mL"
"EPIC","30234","CA 27.29 LABCORP",NA,"17842-6","U/mL"
"EPIC","3823","MUSTARD IGE","kIU/L","6185-3","kIU/L; kU/L"
"EPIC","4500","TRYPTASE","ug/L","21582-2","ug/L;ng/mL"
"EPIC","4500","TRYPTASE",NA,"21582-2","ug/L;ng/mL"
"EPIC","4500","TRYPTASE","UG/L","21582-2","ug/L;ng/mL"
"EPIC","4500","TRYPTASE","<=10.9","21582-2","ug/L;ng/mL"
"EPIC","9458","SYCAMORE IGE","kU/L","6263-8","kIU/L"
"EPIC","9458","SYCAMORE IGE","KIU/L","6263-8","kIU/L"
"EPIC","21486","POC MECH. RATE","bpm","19840-8","breaths/min"
"EPIC","21486","POC MECH. RATE",NA,"19840-8","breaths/min"
"EPIC","18873","SHRIMP IGE","kU/L","6246-3","kIU/L; kU/L"
"EPIC","18873","SHRIMP IGE",NA,"6246-3","kIU/L; kU/L"
"EPIC","18873","SHRIMP IGE","kIU/L","6246-3","kIU/L; kU/L"
"EPIC","17545","PROT/CREAT RATIO,UR",NA,"2890-2","mg/g creatinine"
"EPIC","2867","CLAM IGE","kIU/L","6076-4","kIU/L; kU/L"
"EPIC","2867","CLAM IGE",NA,"6076-4","kIU/L; kU/L"
"EPIC","18749","PREALBUMIN",NA,"14338-8","g/L;mg/dL"
"EPIC","18749","PREALBUMIN","mg/dL","14338-8","g/L;mg/dL"
"EPIC","28474","LEAD, BLOOD (ADULT)","ug/dL","10912-4","ug/dL"
"EPIC","28474","LEAD, BLOOD (ADULT)","ug/dL","10912-4","ug/dL"
"EPIC","2581","ASP. FUMIGATUS IGE","kU/L","6025-1","kIU/L; kU/L"
"EPIC","2581","ASP. FUMIGATUS IGE",NA,"6025-1","kIU/L; kU/L"
"EPIC","4439","TIME-4",NA,"49049-0",NA
"EPIC","18291","GLUC,FL","mg/dL","2344-0","mg/dL"
"EPIC","18291","GLUC,FL",NA,"2344-0","mg/dL"
"EPIC","18177","DRVVT","sec","6303-2","s"
"EPIC","18177","DRVVT",NA,"6303-2","s"
"EPIC","22486","ANTI-MULLERIAN HORMONE (AMH)","ng/mL","38476-8","ng/mL"
"EPIC","3516","IGF-BINDING PROTEIN 3",NA,"2483-6","mg/L;mcg/mL; ng/mL"
"EPIC","3516","IGF-BINDING PROTEIN 3","ng/mL","2483-6","mg/L;mcg/mL; ng/mL"
"EPIC","3516","IGF-BINDING PROTEIN 3","mg/L","2483-6","mg/L;mcg/mL; ng/mL"
"EPIC","9433","ATL LYMPHS","%","735-1","%"
"EPIC","11789","C-ANCA TITER",NA,"14277-8","titer"
"EPIC","11789","C-ANCA TITER","titer","14277-8","titer"
"EPIC","11790","ATYPICAL P-ANCA TITER",NA,"49503-6","titer"
"EPIC","11790","ATYPICAL P-ANCA TITER","titer","49503-6","titer"
"EPIC","11788","P-ANCA TITER",NA,"14278-6","titer"
"EPIC","11788","P-ANCA TITER","titer","14278-6","titer"
"EPIC","4640","VITAMIN B6","nmol/L","39786-9","nmol/L"
"EPIC","4640","VITAMIN B6","ng/mL","2900-9","ng/mL"
"EPIC","4640","VITAMIN B6",NA,"2900-9","ng/mL"
"EPIC","28724","SOURCE",NA,"31208-2",NA
"EPIC","8798","WBC","/HPF","5821-4","/HPF"
"EPIC","8798","WBC","THOUS/MCL","6690-2","10*9/L"
"EPIC","8798","WBC","CELLS/HPF","5821-4","/HPF"
"EPIC","12546","PATIENT TEMPARATURE","oC","8310-5","deg C"
"EPIC","18762","PROT. CSF",NA,"2880-3","g/L;mg/dL"
"EPIC","18762","PROT. CSF","mg/dL","2880-3","g/L;mg/dL"
"EPIC","6200","ADENOVIRUS QUANT PCR",NA,"49340-3","copies/mL"
"EPIC","6200","ADENOVIRUS QUANT PCR","DNA copies/ml","49340-3","copies/mL"
"EPIC","6200","ADENOVIRUS QUANT PCR","copies/mL","49340-3","copies/mL"
"EPIC","6200","ADENOVIRUS QUANT PCR","copies","49340-3","copies/mL"
"EPIC","19148","NUM OF CELLS COUNTED",NA,"11282-1","#"
"EPIC","19148","NUM OF CELLS COUNTED","COUNTED","11282-1","#"
"EPIC","13281","OPIATES, URINE, 6_AM","ng/mL","10976-9",NA
"EPIC","13282","OPIATES, URINE, CODEINE","ng/mL","3507-1",NA
"EPIC","13283","OPIATES, URINE, HYDROCODONE","ng/mL","12308-3",NA
"EPIC","13284","OPIATES, URINE, HYDROMORPHONE","ng/mL","9834-3",NA
"EPIC","13286","OPIATES, URINE, MORPHINE","ng/mL","3830-7",NA
"EPIC","13287","OPIATES, URINE, OXYCODONE","ng/mL","10998-3",NA
"EPIC","13288","OPIATES, URINE, OXYMORPHONE","ng/mL","17395-5","ng/mL"
"EPIC","13288","OPIATES, URINE, OXYMORPHONE",NA,"18325-1",NA
"EPIC","3012","CULTURE EYE",NA,"609-8",NA
"EPIC","2966","CORN (MAIZE) IGE","kIU/L","6087-1","kIU/L; kU/L"
"EPIC","2966","CORN (MAIZE) IGE",NA,"6087-1","kIU/L; kU/L"
"EPIC","9141","CULTURE",NA,"6463-4",NA
"EPIC","9142","TYPE",NA,"925-8",NA
"EPIC","9143","SOURCE",NA,"31208-2",NA
"EPIC","27002","CERULOPLASMIN","mg/dL","2064-4","mg/L;mg/dL"
"EPIC","10399","AFP, SERUM","ng/mL","1834-1","ng/mL"
"EPIC","10399","AFP, SERUM","NG/ML","1834-1","ng/mL"
"EPIC","10411","REFERRING PHYSICIAN PHONE",NA,"81230-5",NA
"EPIC","10412","REFERRING PHYSICIAN NPI",NA,"46608-6",NA
"EPIC","10414","DATE OF BIRTH",NA,"21112-8","MMDDYY"
"EPIC","10416","MATERNAL WEIGHT","lbs","69461-2","kg;lb"
"EPIC","10410","REFERRING PHYSICIAN NAME",NA,"46608-6",NA
"EPIC","10415","COLLECTION DATE",NA,"33882-2",NA
"EPIC","10394","RISK FOR ONTD",NA,"48803-1","%"
"EPIC","10396","MSS DOWN SYNDROME RISK",NA,"32046-5","IU/L;mU/L"
"EPIC","10401","HCG, SERUM","IU/mL","19080-1","mIU/mL; mU/mL; Thous mIU/mL"
"EPIC","10408","PAPP-A MOM",NA,"32123-2","M.o.M"
"EPIC","10397","RISK FOR TRISOMY 18",NA,"43994-3","Risk"
"EPIC","10400","AFP MOM",NA,"23811-3","M.o.M"
"EPIC","10403","ESTRIOL, FREE","ng/mL","2250-9","ng/mL"
"EPIC","10404","ESTRIOL MOM",NA,"20466-9","M.o.M"
"EPIC","10405","INHIBIN A, DIMERIC","pg/mL","23883-2","ng/L;pg/mL"
"EPIC","10407","PAPP-A","ng/mL","48407-1","ng/mL"
"EPIC","10395","AGE RISK DOWN SYNDROME",NA,"49090-4","Risk"
"EPIC","10413","SPECIMEN NUMBER FROM PART 1",NA,"42185-9",NA
"EPIC","10417","EDD",NA,"11778-8","MMDDYY"
"EPIC","10418","NUCHAL TRANSLUCENCY","mm","33069-6","mm"
"EPIC","10419","MOTHER'S ETHNIC ORIGIN",NA,"88117-7",NA
"EPIC","10420","INSULIN DEPEND. DIABETIC",NA,"44877-9",NA
"EPIC","10422","NUMBER OF FETUSES",NA,"11878-6","#"
"EPIC","19009","VITAMIN B1",NA,"32554-8","nmol/L"
"EPIC","19009","VITAMIN B1","nmol/L","32554-8","nmol/L"
"EPIC","3009","CULTURE CATHETER TIP",NA,"19128-8",NA
"EPIC","25593","TRICH VAG BY NAA",NA,"46154-1",NA
"EPIC","4197","RAPAMYCIN","NG/ML","29247-4","ug/L;ng/mL"
"EPIC","4197","RAPAMYCIN",NA,"29247-4","ug/L;ng/mL"
"EPIC","10093","H. PYLORI AG, (FECES)",NA,"17780-8",NA
"EPIC","4370","SUNFLOWER SEED IGE","kIU/L","6258-8","kIU/L; kU/L"
"EPIC","29249","NOTE:",NA,"34109-9",NA
"EPIC","29240","NUCLEOLAR PATTERN",NA,"20399-2","titer"
"EPIC","29241","SPECKLED PATTERN",NA,"20401-6","titer"
"EPIC","29244","NUCLEAR MEMBRANE PATTERN",NA,"54006-2","Titer"
"EPIC","29246","NUCLEAR DOT PATTERN",NA,"53998-1","Titer"
"EPIC","18526","LUPUS INTERPRETATION",NA,"75882-1",NA
"EPIC","19301","MESOTHELIAL CELL, FLUID",NA,"12234-1","%"
"EPIC","3584","INTRINSIC FR. BLC. ABS.",NA,"31444-3",NA
"EPIC","16481","LIPID PANEL W/ CHOL/HDL RATIO COMMENT",NA,"57698-3",NA
"EPIC","30590","INFLUENZA A PCR (POCT)",NA,"29906-5",NA
"EPIC","3133","EOS - CSF","%","12208-5","%"
"EPIC","30591","INFLUENZA B PCR (POCT)",NA,"29907-3",NA
"EPIC","2898","COCONUT IGE","kIU/L","6081-4","kIU/L"
"EPIC","9660","PARVOVIRUS B19 AB (IGM)",NA,"5274-6","U"
"EPIC","9664","PARVOVIRUS B19 AB (IGG)",NA,"5273-8","U"
"EPIC","17647","SPERMATOZOA, URINE",NA,"8248-7",NA
"EPIC","13134","HTLV I/II ANTIBODIES",NA,"29901-6",NA
"EPIC","13459","ANTI-HUMAN TTG-IGG ELISA","U","56537-4",NA
"EPIC","13459","ANTI-HUMAN TTG-IGG ELISA",NA,"56537-4",NA
"EPIC","12830","APOLIPOPROTEIN A-1","mg/dL","1869-7","mg/dL"
"EPIC","12830","APOLIPOPROTEIN A-1",NA,"1869-7","mg/dL"
"EPIC","12191","PSA, SCREEN, MEDICARE","NG/ML","2857-1","ug/L;ng/mL"
"EPIC","12191","PSA, SCREEN, MEDICARE",NA,"2857-1","ug/L;ng/mL"
"EPIC","12745","# OF QRS COMPLEXES",NA,"8897-1",NA
"EPIC","12763","AVG. HEART RATE","BPM","41924-2","beats/min"
"EPIC","10860","ANCA SCREEN",NA,"29641-8",NA
"EPIC","18756","PROGRAF","ng/mL","11253-2","ug/L;ng/mL"
"EPIC","18756","PROGRAF",NA,"11253-2","ug/L;ng/mL"
"EPIC","11553","MITOCHONDRIAL ANTIBODY",NA,"5247-2","titer"
"EPIC","11553","MITOCHONDRIAL ANTIBODY","Units","5247-2","titer"
"EPIC","22492","ESTRADIOL, SERUM, MS","pg/mL","35384-7","pg/mL"
"EPIC","5093","MILK","kU/L","6174-7","kU/L;kIU/L"
"EPIC","5093","MILK",NA,"6174-7","kU/L;kIU/L"
"EPIC","9647","SPECIMEN TYPE",NA,"66746-9",NA
"EPIC","18809","TESTOSTERONE, TOTAL, LC/MS","ng/dL","2986-8","ng/dL; ng/mL"
"EPIC","19190","LYMPHOCYTES, CSF","%","10328-3","%"
"EPIC","19190","LYMPHOCYTES, CSF",NA,"10328-3","%"
"EPIC","27098","PROBNP","pg/mL","33762-6","pg/mL"
"EPIC","27098","PROBNP",NA,"33762-6","pg/mL"
"EPIC","4599","U-UREA (TIMED)","G/INTERVAL","3096-5","g/24 H"
"EPIC","4599","U-UREA (TIMED)",NA,"3096-5","g/24 H"
"EPIC","18208","ELM IGE","kU/L","6109-3","kIU/L; kU/L"
"EPIC","18208","ELM IGE",NA,"6109-3","kIU/L; kU/L"
"EPIC","26686","HEP BE AG",NA,"13954-3",NA
"EPIC","4503","TSH RECEPTOR AB","U/ML","5385-0","IU/L"
"EPIC","4503","TSH RECEPTOR AB",NA,"5385-0","IU/L"
"EPIC","13375","SICKLE CELL SOLUBILITY",NA,"6864-3",NA
"EPIC","21360","C-PEPTIDE, SERUM","ng/mL","1986-9","ug/L;ng/mL"
"EPIC","8741","PED. ESTRONE","pg/mL","2258-2","pg/mL"
"EPIC","8741","PED. ESTRONE",NA,"2258-2","pg/mL"
"EPIC","8882","DRVVT CONFIRM",NA,"50410-0",NA
"EPIC","26702","TOXOPLASMA GONDII AB,IGG","IU/mL","5388-4","EIA Index; REV; units/mL"
"EPIC","24502","DHEA-SULFATE, LCMS","ug/dL","2191-5","mcg/dL; mcg/mL"
"EPIC","12945","CREATININE, URINE - PER 24H","mg/d","2162-6","g/24 H"
"EPIC","12945","CREATININE, URINE - PER 24H",NA,"2162-6","g/24 H"
"EPIC","2457","ALK. PHOS. BONE SPEC.","ug/L","17838-4","ug/L"
"EPIC","2457","ALK. PHOS. BONE SPEC.","mcg/L","17838-4","ug/L"
"EPIC","2457","ALK. PHOS. BONE SPEC.",NA,"17838-4","ug/L"
"EPIC","2457","ALK. PHOS. BONE SPEC.","U/L","17838-4","ug/L"
"EPIC","18331","HCV RNA IU/ML","IU/mL","11011-4","Thous IU/mL; units/mL"
"EPIC","18331","HCV RNA IU/ML",NA,"11011-4","Thous IU/mL; units/mL"
"EPIC","18331","HCV RNA IU/ML","<15 IU/mL","11011-4","Thous IU/mL; units/mL"
"EPIC","27093","ANTIMYELOPEROXIDASE  ABS","U/mL","6969-0","U/mL"
"EPIC","9610","SPECIMEN TYPE",NA,"66746-9",NA
"EPIC","18332","HCV RNA QNPCR","Log IU/mL","38180-6","log IU/mL"
"EPIC","18332","HCV RNA QNPCR","log IU/mL","38180-6","log IU/mL"
"EPIC","18332","HCV RNA QNPCR",NA,"11011-4","Thous IU/mL; units/mL"
"EPIC","3621","LAMOTRIGINE","ug/mL","6948-4","ug/mL"
"EPIC","3621","LAMOTRIGINE",NA,"6948-4","ug/mL"
"EPIC","3621","LAMOTRIGINE","mcg/mL","6948-4","ug/mL"
"EPIC","11783","LK MICROSOMAL AB",NA,"11566-7",NA
"EPIC","25717","POC INR",NA,"6301-6","INR"
"EPIC","4504","TSI (THYROID STIM. IMMUNO)","%","30166-3","% basal activity"
"EPIC","4504","TSI (THYROID STIM. IMMUNO)",NA,"30166-3","% basal activity"
"EPIC","4504","TSI (THYROID STIM. IMMUNO)","% baseline","30166-3","% basal activity"
"EPIC","28722","SOURCE",NA,"31208-2",NA
"EPIC","27096","ALPHA-1-ANTITRYPSIN","mg/dL","1825-9","mg/dL"
"EPIC","27091","ANTIPROTEINASE 3ABS","U/mL","6968-2","U/mL"
"EPIC","27091","ANTIPROTEINASE 3ABS",NA,"6968-2","U/mL"
"EPIC","22490","TSH RECEPTOR ANTIBODY (TBII)","U/L","5385-0","IU/L"
"EPIC","4475","TRANSGLUTAMINASE ABS",NA,"35681-6",NA
"EPIC","4475","TRANSGLUTAMINASE ABS","Units","35681-6",NA
"EPIC","2712","BLOOD PARASITES",NA,"24429-3",NA
"EPIC","4529","U-CASTS-3","/LPF","9842-6","/LPF"
"EPIC","4529","U-CASTS-3",NA,"9842-6","/LPF"
"EPIC","4111","POTASSIUM FLUID","MEQ/L","2821-7","mmol/L"
"EPIC","4111","POTASSIUM FLUID",NA,"2821-7","mmol/L"
"EPIC","22644","AMPHETAMINES, URINE","ng/mL","3349-8",NA
"EPIC","30592","RSV PCR (POCT)",NA,"40987-0",NA
"EPIC","22773","RAPID PLASMA REAGIN, QUANT",NA,"31147-2","titer"
"EPIC","17860","ANA PATTERN",NA,"14611-8",NA
"EPIC","15583","PHENYLALANINE (MG/DL)",NA,"29571-7",NA
"EPIC","24631","RUBEOLA AB, IGG","AU/mL","5244-9","EIA Index"
"EPIC","14262","OPIATES, UR NOROXYCODONE","ng/mL","61425-5","ng/mL"
"EPIC","14263","OPIATES, UR NOROXYMORPHONE","ng/mL","90894-7","ng/mL"
"EPIC","14263","OPIATES, UR NOROXYMORPHONE",NA,"90894-7","ng/mL"
"EPIC","14264","OPIATES, UR NORHYDROCODONE","ng/mL","61422-2","ng/mL"
"EPIC","18442","INTERPRETATION",NA,"56850-1",NA
"EPIC","2999","CRYSTALS - FLUID",NA,"6825-4",NA
"EPIC","3234","FREE K+ L LT. CHAINS, QN, S",NA,"57778-3",NA
"EPIC","4273","ROTAVIRUS AG DETECTION",NA,"5880-0",NA
"EPIC","3146","ESTRONE","pg/mL","2258-2","pg/mL"
"EPIC","3146","ESTRONE",NA,"2258-2","pg/mL"
"EPIC","22642","BENZODIAZEPINES","ng/mL","9428-4","ug/L"
"EPIC","22642","BENZODIAZEPINES",NA,"3390-2",NA
"EPIC","4067","PLATELET ANTIBODY SCR.",NA,"24375-8",NA
"EPIC","22639","CANNABINOID","ng/mL","18282-4",NA
"EPIC","22639","CANNABINOID",NA,"18282-4",NA
"EPIC","22641","COCAINE (METAB.)","ng/mL","3393-6",NA
"EPIC","22641","COCAINE (METAB.)",NA,"3393-6",NA
"EPIC","12003","FLUID TYPE",NA,"14725-6",NA
"EPIC","22640","PHENCYCLIDINE","ng/mL","19659-2",NA
"EPIC","22640","PHENCYCLIDINE",NA,"19659-2",NA
"EPIC","22638","METHADONE SCREEN, URINE","ng/mL","3773-9",NA
"EPIC","22638","METHADONE SCREEN, URINE",NA,"3773-9",NA
"EPIC","4350","STOOL, WBC ASSAY",NA,"13655-6",NA
"EPIC","3645","LENTIL IGE","kIU/L","7458-3","kIU/L"
"EPIC","5934","DIDANOSINE GENESEQ RESULT",NA,"53798-5",NA
"EPIC","21778","COMMENTS",NA,"77202-0",NA
"EPIC","22358","ATYPICAL PANCA","titer","49503-6","titer"
"EPIC","15566","MUMPS AB, IGG",NA,"7966-5",NA
"EPIC","15566","MUMPS AB, IGG","AU/mL","7966-5",NA
"EPIC","2509","ANDROSTENEDIONE","ng/mL","1854-9","nG/mL"
"EPIC","2509","ANDROSTENEDIONE",NA,"1854-9","ng/dL"
"EPIC","2509","ANDROSTENEDIONE","ng/dL","1854-9","ng/dL"
"EPIC","19193","MONOCYTOID, CSF","%","51648-4","%"
"EPIC","19193","MONOCYTOID, CSF",NA,"51648-4","%"
"EPIC","22643","BARBITURATES","ng/mL","3377-9",NA
"EPIC","22643","BARBITURATES",NA,"3377-9",NA
"EPIC","3652","LEUKOCYTE (%CD45+)","%","8130-7","%"
"EPIC","18563","METHYLMALONIC ACID,S",NA,"13964-2","umol/L;mcmol/L; nmol/L"
"EPIC","18563","METHYLMALONIC ACID,S","umol/L","13964-2","umol/L;mcmol/L; nmol/L"
"EPIC","18563","METHYLMALONIC ACID,S","nmol/L","13964-2","umol/L;mcmol/L; nmol/L"
"EPIC","28752","SPECIMEN SOURCE",NA,"31208-2",NA
"EPIC","16294","SPECKLED PATTERN",NA,"20401-6","titer"
"EPIC","27714","ATYPICAL PANCA","titer","49503-6","titer"
"EPIC","22289","FREE KAPPA LT CHAINS,S","mg/L","36916-5","mg/L"
"EPIC","22372","ANTIMYELOPEROXIDASE (MPO) ABS","U/mL","6969-0","U/mL"
"EPIC","21657","KAPPA/LAMBDA RATIO,S",NA,"15189-4","ratio"
"EPIC","22290","FREE LAMBDA LT CHAINS,S","mg/L","33944-0","mg/L"
"EPIC","12844","B. BURGDORFERI, IGG WB",NA,"6320-6",NA
"EPIC","23006","ANA DIRECT",NA,"8061-4",NA
"EPIC","7664","IRON","UG/DL","2498-4","ug/L"
"EPIC","7664","IRON",NA,"2498-4","ug/L"
"EPIC","7664","IRON","ug/dL","2498-4","ug/L"
"EPIC","7664","IRON","mcg/dl","2498-4","ug/L"
"EPIC","7664","IRON","U/L","2498-4","ug/L"
"EPIC","21372","SODIUM, URINE","mmol/L","2955-3","mmol/L"
"EPIC","18871","SHEEP SORREL IGE","kU/L","6244-8","kIU/L; kU/L"
"EPIC","18871","SHEEP SORREL IGE",NA,"6244-8","kIU/L; kU/L"
"EPIC","12832","APOLIPOPROTEIN B/A RATIO",NA,"1874-7","Ratio"
"EPIC","6165","C-TELOPEPTIDE, SERUM","pg/mL","41171-0","pg/mL; ng/mL"
"EPIC","6165","C-TELOPEPTIDE, SERUM",NA,"41171-0","pg/mL; ng/mL"
